Report Date,Zone,Generation(MW)
2024-09-25,Sylhet,3196
2024-09-24,Rajshahi,4072
2024-09-24,Sylhet,3216
2024-09-24,Chattogram,5258
2024-09-24,Mymensing,616
2024-09-24,Dhaka,48
2024-09-24,Khulna,5125
2024-09-24,Barishal,4067
2024-09-24,Rangpur,1017
2024-09-24,Cumilla,3744
2024-09-23,Khulna,4108
2024-09-23,Mymensing,600
2024-09-23,Cumilla,3604
2024-09-23,Barishal,4067
2024-09-23,Rajshahi,4129
2024-09-23,Rangpur,1097
2024-09-23,Chattogram,5427
2024-09-23,Dhaka,47
2024-09-23,Sylhet,3082
2024-09-22,Mymensing,605
2024-09-22,Sylhet,2936
2024-09-22,Khulna,4100
2024-09-22,Cumilla,3945
2024-09-22,Rajshahi,4080
2024-09-22,Rangpur,1134
2024-09-22,Chattogram,5220
2024-09-22,Dhaka,46
2024-09-22,Barishal,4067
2024-09-21,Dhaka,45
2024-09-21,Khulna,5000
2024-09-21,Sylhet,2922
2024-09-21,Mymensing,620
2024-09-21,Cumilla,4054
2024-09-21,Chattogram,5364
2024-09-21,Rajshahi,4069
2024-09-21,Rangpur,1154
2024-09-21,Barishal,4067
2024-09-20,Rajshahi,4069
2024-09-20,Cumilla,4174
2024-09-20,Mymensing,605
2024-09-20,Sylhet,2922
2024-09-20,Khulna,5000
2024-09-20,Barishal,4067
2024-09-20,Rangpur,1154
2024-09-20,Chattogram,5356
2024-09-20,Dhaka,44
2024-09-19,Mymensing,599
2024-09-19,Cumilla,4022
2024-09-19,Chattogram,5285
2024-09-19,Sylhet,3093
2024-09-19,Khulna,4994
2024-09-19,Barishal,4067
2024-09-19,Rajshahi,4090
2024-09-19,Dhaka,43
2024-09-19,Rangpur,1127
2024-09-18,Rangpur,1092
2024-09-18,Mymensing,593
2024-09-18,Rajshahi,4041
2024-09-18,Khulna,5046
2024-09-18,Sylhet,3063
2024-09-18,Barishal,4077
2024-09-18,Cumilla,3855
2024-09-18,Chattogram,5224
2024-09-18,Dhaka,42
2024-09-17,Rangpur,1171
2024-09-17,Barishal,4159
2024-09-17,Khulna,5242
2024-09-17,Sylhet,2966
2024-09-17,Mymensing,643
2024-09-17,Cumilla,3977
2024-09-17,Chattogram,5153
2024-09-17,Dhaka,41
2024-09-17,Rajshahi,4088
2024-09-16,Rangpur,1111
2024-09-16,Barishal,4159
2024-09-16,Rajshahi,4088
2024-09-16,Sylhet,2955
2024-09-16,Dhaka,40
2024-09-16,Cumilla,3975
2024-09-16,Mymensing,641
2024-09-16,Chattogram,5348
2024-09-16,Khulna,5242
2024-09-15,Cumilla,3967
2024-09-15,Dhaka,39
2024-09-15,Rangpur,727
2024-09-15,Rajshahi,4088
2024-09-15,Barishal,4159
2024-09-15,Khulna,4249
2024-09-15,Sylhet,2955
2024-09-15,Mymensing,638
2024-09-15,Chattogram,5681
2024-09-14,Rajshahi,3988
2024-09-14,Dhaka,38
2024-09-14,Rangpur,727
2024-09-14,Chattogram,5635
2024-09-14,Cumilla,3426
2024-09-14,Sylhet,2955
2024-09-14,Khulna,5262
2024-09-14,Barishal,4159
2024-09-14,Mymensing,637
2024-09-13,Rangpur,729
2024-09-13,Rajshahi,3978
2024-09-13,Barishal,4159
2024-09-13,Khulna,5262
2024-09-13,Sylhet,2955
2024-09-13,Mymensing,634
2024-09-13,Cumilla,3808
2024-09-13,Chattogram,5673
2024-09-13,Dhaka,37
2024-09-12,Rangpur,607
2024-09-12,Rajshahi,3645
2024-09-12,Barishal,3971
2024-09-12,Khulna,5302
2024-09-12,Sylhet,2967
2024-09-12,Mymensing,609
2024-09-12,Cumilla,3443
2024-09-12,Chattogram,5669
2024-09-12,Dhaka,36
2024-09-11,Rangpur,607
2024-09-11,Rajshahi,3645
2024-09-11,Barishal,3971
2024-09-11,Khulna,5244
2024-09-11,Sylhet,2965
2024-09-11,Dhaka,35
2024-09-11,Mymensing,561
2024-09-11,Chattogram,5516
2024-09-11,Cumilla,3177
2024-09-10,Barishal,3941
2024-09-10,Chattogram,5395
2024-09-10,Khulna,3939
2024-09-10,Dhaka,34
2024-09-10,Sylhet,2743
2024-09-10,Cumilla,3195
2024-09-10,Mymensing,561
2024-09-10,Rangpur,607
2024-09-10,Rajshahi,3640
2024-09-09,Dhaka,33
2024-09-09,Cumilla,3286
2024-09-09,Mymensing,519
2024-09-09,Sylhet,2693
2024-09-09,Khulna,4963
2024-09-09,Barishal,4113
2024-09-09,Rajshahi,3721
2024-09-09,Rangpur,982
2024-09-09,Chattogram,5266
2024-09-08,Barishal,4113
2024-09-08,Cumilla,3457
2024-09-08,Chattogram,4902
2024-09-08,Rangpur,982
2024-09-08,Rajshahi,3728
2024-09-08,Khulna,5049
2024-09-08,Sylhet,2859
2024-09-08,Mymensing,501
2024-09-08,Dhaka,32
2024-09-07,Chattogram,5426
2024-09-07,Cumilla,3477
2024-09-07,Mymensing,506
2024-09-07,Sylhet,3054
2024-09-07,Khulna,4025
2024-09-07,Barishal,4123
2024-09-07,Rajshahi,4659
2024-09-07,Rangpur,1092
2024-09-07,Dhaka,31
2024-09-06,Rangpur,692
2024-09-06,Rajshahi,4659
2024-09-06,Barishal,4123
2024-09-06,Khulna,4025
2024-09-06,Sylhet,2908
2024-09-06,Mymensing,490
2024-09-06,Cumilla,3220
2024-09-06,Chattogram,5248
2024-09-06,Dhaka,30
2024-09-05,Mymensing,490
2024-09-05,Dhaka,29
2024-09-05,Chattogram,5170
2024-09-05,Cumilla,3220
2024-09-05,Rangpur,692
2024-09-05,Sylhet,2788
2024-09-05,Barishal,4123
2024-09-05,Rajshahi,4659
2024-09-05,Khulna,3703
2024-09-04,Dhaka,28
2024-09-04,Rangpur,692
2024-09-04,Rajshahi,4945
2024-09-04,Khulna,3695
2024-09-04,Sylhet,2991
2024-09-04,Mymensing,502
2024-09-04,Cumilla,3362
2024-09-04,Chattogram,5122
2024-09-04,Barishal,4077
2024-09-03,Cumilla,3505
2024-09-03,Mymensing,502
2024-09-03,Sylhet,2757
2024-09-03,Khulna,4467
2024-09-03,Barishal,4077
2024-09-03,Rajshahi,4945
2024-09-03,Rangpur,692
2024-09-03,Chattogram,5150
2024-09-03,Dhaka,27
2024-09-02,Sylhet,2858
2024-09-02,Rajshahi,4940
2024-09-02,Barishal,4077
2024-09-02,Khulna,4517
2024-09-02,Mymensing,520
2024-09-02,Cumilla,3866
2024-09-02,Chattogram,6440
2024-09-02,Dhaka,26
2024-09-02,Rangpur,692
2024-09-01,Barishal,4077
2024-09-01,Rangpur,692
2024-09-01,Dhaka,25
2024-09-01,Cumilla,3873
2024-09-01,Mymensing,520
2024-09-01,Sylhet,2856
2024-09-01,Khulna,4213
2024-09-01,Rajshahi,4950
2024-09-01,Chattogram,6440
2024-08-31,Cumilla,3873
2024-08-31,Khulna,4067
2024-08-31,Chattogram,6440
2024-08-31,Rajshahi,4950
2024-08-31,Barishal,4077
2024-08-31,Rangpur,652
2024-08-31,Sylhet,2626
2024-08-31,Mymensing,520
2024-08-31,Dhaka,55
2024-08-30,Barishal,4058
2024-08-30,Sylhet,2848
2024-08-30,Mymensing,520
2024-08-30,Cumilla,3606
2024-08-30,Chattogram,6542
2024-08-30,Dhaka,54
2024-08-30,Rajshahi,3463
2024-08-30,Rangpur,652
2024-08-30,Khulna,4067
2024-08-29,Rangpur,611
2024-08-29,Dhaka,53
2024-08-29,Chattogram,6834
2024-08-29,Cumilla,3705
2024-08-29,Mymensing,520
2024-08-29,Sylhet,2761
2024-08-29,Khulna,4009
2024-08-29,Barishal,4058
2024-08-29,Rajshahi,4390
2024-08-28,Dhaka,52
2024-08-28,Rajshahi,4138
2024-08-28,Barishal,3988
2024-08-28,Khulna,4009
2024-08-28,Mymensing,520
2024-08-28,Cumilla,3655
2024-08-28,Chattogram,6428
2024-08-28,Sylhet,2781
2024-08-28,Rangpur,611
2024-08-27,Cumilla,3606
2024-08-27,Dhaka,51
2024-08-27,Mymensing,520
2024-08-27,Sylhet,2781
2024-08-27,Khulna,3969
2024-08-27,Chattogram,5150
2024-08-27,Barishal,3891
2024-08-27,Rajshahi,4644
2024-08-27,Rangpur,611
2024-08-26,Khulna,4045
2024-08-26,Cumilla,3755
2024-08-26,Mymensing,525
2024-08-26,Sylhet,2868
2024-08-26,Barishal,4058
2024-08-26,Rajshahi,3482
2024-08-26,Chattogram,5241
2024-08-26,Rangpur,616
2024-08-26,Dhaka,50
2024-08-25,Chattogram,5174
2024-08-25,Rajshahi,3482
2024-08-25,Barishal,4058
2024-08-25,Khulna,4045
2024-08-25,Sylhet,2836
2024-08-25,Mymensing,525
2024-08-25,Cumilla,3836
2024-08-25,Dhaka,49
2024-08-25,Rangpur,616
2024-08-24,Chattogram,5646
2024-08-24,Dhaka,48
2024-08-24,Rangpur,577
2024-08-24,Rajshahi,3482
2024-08-24,Barishal,4058
2024-08-24,Khulna,4217
2024-08-24,Cumilla,3674
2024-08-24,Mymensing,520
2024-08-24,Sylhet,2830
2024-08-23,Cumilla,3581
2024-08-23,Dhaka,47
2024-08-23,Chattogram,5221
2024-08-23,Mymensing,512
2024-08-23,Sylhet,2830
2024-08-23,Khulna,4057
2024-08-23,Barishal,4058
2024-08-23,Rajshahi,3482
2024-08-23,Rangpur,573
2024-08-22,Mymensing,503
2024-08-22,Rangpur,573
2024-08-22,Rajshahi,3442
2024-08-22,Barishal,4104
2024-08-22,Khulna,4073
2024-08-22,Sylhet,2804
2024-08-22,Cumilla,3755
2024-08-22,Chattogram,4957
2024-08-22,Dhaka,46
2024-08-21,Dhaka,45
2024-08-21,Rangpur,573
2024-08-21,Chattogram,3955
2024-08-21,Cumilla,3715
2024-08-21,Mymensing,503
2024-08-21,Sylhet,3040
2024-08-21,Khulna,3553
2024-08-21,Barishal,4034
2024-08-21,Rajshahi,3442
2024-08-20,Cumilla,3793
2024-08-20,Chattogram,5894
2024-08-20,Sylhet,3040
2024-08-20,Mymensing,477
2024-08-20,Dhaka,44
2024-08-20,Khulna,3991
2024-08-20,Barishal,4034
2024-08-20,Rangpur,573
2024-08-20,Rajshahi,3442
2024-08-19,Chattogram,4855
2024-08-19,Rangpur,617
2024-08-19,Rajshahi,3442
2024-08-19,Barishal,3937
2024-08-19,Khulna,5241
2024-08-19,Sylhet,3020
2024-08-19,Mymensing,477
2024-08-19,Dhaka,43
2024-08-19,Cumilla,3716
2024-08-18,Mymensing,591
2024-08-18,Dhaka,42
2024-08-18,Chattogram,4339
2024-08-18,Cumilla,3762
2024-08-18,Sylhet,3011
2024-08-18,Khulna,5325
2024-08-18,Barishal,3990
2024-08-18,Rajshahi,3554
2024-08-18,Rangpur,621
2024-08-17,Khulna,5325
2024-08-17,Cumilla,3721
2024-08-17,Sylhet,2955
2024-08-17,Mymensing,591
2024-08-17,Barishal,3990
2024-08-17,Chattogram,3657
2024-08-17,Dhaka,41
2024-08-17,Rangpur,621
2024-08-17,Rajshahi,3574
2024-08-16,Rangpur,592
2024-08-16,Chattogram,3654
2024-08-16,Dhaka,40
2024-08-16,Cumilla,3701
2024-08-16,Mymensing,591
2024-08-16,Sylhet,2955
2024-08-16,Khulna,5275
2024-08-16,Barishal,3990
2024-08-16,Rajshahi,3574
2024-08-15,Chattogram,3700
2024-08-15,Rajshahi,3574
2024-08-15,Rangpur,598
2024-08-15,Barishal,4047
2024-08-15,Khulna,5345
2024-08-15,Sylhet,2955
2024-08-15,Mymensing,591
2024-08-15,Cumilla,3691
2024-08-15,Dhaka,39
2024-08-14,Rajshahi,3480
2024-08-14,Chattogram,3790
2024-08-14,Dhaka,38
2024-08-14,Cumilla,3840
2024-08-14,Mymensing,560
2024-08-14,Barishal,4189
2024-08-14,Khulna,5420
2024-08-14,Rangpur,655
2024-08-14,Sylhet,2955
2024-08-13,Khulna,5420
2024-08-13,Dhaka,37
2024-08-13,Chattogram,3760
2024-08-13,Cumilla,3786
2024-08-13,Mymensing,560
2024-08-13,Sylhet,2998
2024-08-13,Rajshahi,4884
2024-08-13,Rangpur,655
2024-08-13,Barishal,4189
2024-08-12,Barishal,4189
2024-08-12,Chattogram,3709
2024-08-12,Rangpur,655
2024-08-12,Khulna,5420
2024-08-12,Sylhet,2514
2024-08-12,Mymensing,554
2024-08-12,Cumilla,3894
2024-08-12,Dhaka,36
2024-08-12,Rajshahi,4884
2024-08-11,Dhaka,35
2024-08-11,Barishal,4095
2024-08-11,Chattogram,3661
2024-08-11,Rangpur,655
2024-08-11,Rajshahi,4854
2024-08-11,Khulna,4169
2024-08-11,Sylhet,2920
2024-08-11,Mymensing,554
2024-08-11,Cumilla,3448
2024-08-10,Dhaka,34
2024-08-10,Cumilla,3590
2024-08-10,Mymensing,554
2024-08-10,Chattogram,3501
2024-08-10,Rangpur,655
2024-08-10,Rajshahi,4854
2024-08-10,Barishal,3851
2024-08-10,Khulna,4293
2024-08-10,Sylhet,2905
2024-08-09,Sylhet,2835
2024-08-09,Rangpur,655
2024-08-09,Rajshahi,4564
2024-08-09,Barishal,3805
2024-08-09,Khulna,4290
2024-08-09,Cumilla,3361
2024-08-09,Chattogram,5398
2024-08-09,Mymensing,595
2024-08-09,Dhaka,33
2024-08-08,Rajshahi,4665
2024-08-08,Barishal,3683
2024-08-08,Khulna,5319
2024-08-08,Sylhet,2695
2024-08-08,Cumilla,3609
2024-08-08,Mymensing,858
2024-08-08,Rangpur,654
2024-08-08,Chattogram,5512
2024-08-08,Dhaka,32
2024-08-07,Rangpur,654
2024-08-07,Rajshahi,4650
2024-08-07,Barishal,3683
2024-08-07,Khulna,5319
2024-08-07,Sylhet,2755
2024-08-07,Chattogram,5982
2024-08-07,Dhaka,31
2024-08-07,Cumilla,3421
2024-08-07,Mymensing,844
2024-08-06,Dhaka,30
2024-08-06,Rangpur,659
2024-08-06,Barishal,3578
2024-08-06,Cumilla,3237
2024-08-06,Khulna,4691
2024-08-06,Sylhet,2925
2024-08-06,Mymensing,875
2024-08-06,Chattogram,3692
2024-08-06,Rajshahi,4607
2024-08-05,Mymensing,741
2024-08-05,Sylhet,2925
2024-08-05,Dhaka,29
2024-08-05,Khulna,4691
2024-08-05,Barishal,3578
2024-08-05,Rajshahi,4607
2024-08-05,Rangpur,659
2024-08-05,Cumilla,3545
2024-08-05,Chattogram,4282
2024-08-04,Mymensing,546
2024-08-04,Chattogram,4675
2024-08-04,Dhaka,28
2024-08-04,Rangpur,659
2024-08-04,Rajshahi,4607
2024-08-04,Barishal,3578
2024-08-04,Khulna,4011
2024-08-04,Sylhet,2865
2024-08-04,Cumilla,3615
2024-08-03,Sylhet,2899
2024-08-03,Khulna,4076
2024-08-03,Rajshahi,4608
2024-08-03,Rangpur,658
2024-08-03,Mymensing,568
2024-08-03,Cumilla,3767
2024-08-03,Dhaka,27
2024-08-03,Chattogram,5231
2024-08-03,Barishal,3708
2024-08-02,Rangpur,658
2024-08-02,Khulna,3986
2024-08-02,Mymensing,535
2024-08-02,Cumilla,3732
2024-08-02,Rajshahi,4428
2024-08-02,Barishal,3708
2024-08-02,Chattogram,5016
2024-08-02,Dhaka,26
2024-08-02,Sylhet,2928
2024-08-01,Cumilla,3646
2024-08-01,Sylhet,2924
2024-08-01,Dhaka,25
2024-08-01,Rangpur,650
2024-08-01,Mymensing,535
2024-08-01,Rajshahi,3424
2024-08-01,Barishal,3952
2024-08-01,Khulna,4100
2024-08-01,Chattogram,5478
2024-07-31,Mymensing,523
2024-07-31,Chattogram,5060
2024-07-31,Rajshahi,4894
2024-07-31,Dhaka,55
2024-07-31,Rangpur,990
2024-07-31,Khulna,4120
2024-07-31,Sylhet,2914
2024-07-31,Cumilla,3492
2024-07-31,Barishal,3952
2024-07-30,Mymensing,522
2024-07-30,Barishal,3802
2024-07-30,Rajshahi,4813
2024-07-30,Cumilla,3383
2024-07-30,Rangpur,964
2024-07-30,Sylhet,2646
2024-07-30,Chattogram,5953
2024-07-30,Dhaka,54
2024-07-30,Khulna,3886
2024-07-29,Cumilla,3496
2024-07-29,Chattogram,5491
2024-07-29,Mymensing,518
2024-07-29,Sylhet,2776
2024-07-29,Khulna,3915
2024-07-29,Rangpur,998
2024-07-29,Rajshahi,5142
2024-07-29,Barishal,3806
2024-07-29,Dhaka,53
2024-07-28,Dhaka,52
2024-07-28,Chattogram,5491
2024-07-28,Cumilla,3482
2024-07-28,Mymensing,518
2024-07-28,Sylhet,2776
2024-07-28,Khulna,3931
2024-07-28,Barishal,3806
2024-07-28,Rajshahi,5092
2024-07-28,Rangpur,998
2024-07-27,Rangpur,998
2024-07-27,Cumilla,3690
2024-07-27,Rajshahi,5097
2024-07-27,Barishal,3806
2024-07-27,Dhaka,51
2024-07-27,Chattogram,5931
2024-07-27,Khulna,3991
2024-07-27,Sylhet,2893
2024-07-27,Mymensing,519
2024-07-26,Cumilla,2903
2024-07-26,Barishal,3824
2024-07-26,Chattogram,4402
2024-07-26,Sylhet,2749
2024-07-26,Rajshahi,5117
2024-07-26,Rangpur,980
2024-07-26,Dhaka,50
2024-07-26,Mymensing,644
2024-07-26,Khulna,4136
2024-07-25,Barishal,3805
2024-07-25,Rajshahi,5082
2024-07-25,Cumilla,3391
2024-07-25,Mymensing,632
2024-07-25,Sylhet,2749
2024-07-25,Khulna,4136
2024-07-25,Dhaka,49
2024-07-25,Rangpur,960
2024-07-25,Chattogram,5632
2024-07-18,Khulna,4686
2024-07-18,Cumilla,3501
2024-07-18,Chattogram,5923
2024-07-18,Mymensing,587
2024-07-18,Dhaka,42
2024-07-18,Rangpur,1145
2024-07-18,Rajshahi,4359
2024-07-18,Barishal,3823
2024-07-18,Sylhet,2995
2024-07-17,Rajshahi,4254
2024-07-17,Mymensing,571
2024-07-17,Chattogram,6565
2024-07-17,Cumilla,3629
2024-07-17,Dhaka,41
2024-07-17,Sylhet,3126
2024-07-17,Khulna,4343
2024-07-17,Barishal,3823
2024-07-17,Rangpur,1134
2024-07-16,Rangpur,1134
2024-07-16,Rajshahi,4254
2024-07-16,Barishal,3803
2024-07-16,Chattogram,5750
2024-07-16,Dhaka,40
2024-07-16,Khulna,4166
2024-07-16,Sylhet,3216
2024-07-16,Mymensing,571
2024-07-16,Cumilla,3735
2024-07-15,Chattogram,5666
2024-07-15,Rangpur,1134
2024-07-15,Barishal,3803
2024-07-15,Khulna,4178
2024-07-15,Sylhet,3183
2024-07-15,Mymensing,563
2024-07-15,Cumilla,3633
2024-07-15,Dhaka,39
2024-07-15,Rajshahi,4194
2024-07-14,Mymensing,562
2024-07-14,Khulna,4303
2024-07-14,Sylhet,3372
2024-07-14,Rangpur,1145
2024-07-14,Dhaka,38
2024-07-14,Chattogram,6212
2024-07-14,Cumilla,3702
2024-07-14,Rajshahi,4207
2024-07-14,Barishal,3873
2024-07-13,Mymensing,562
2024-07-13,Rajshahi,4214
2024-07-13,Dhaka,37
2024-07-13,Cumilla,3463
2024-07-13,Rangpur,1145
2024-07-13,Barishal,3873
2024-07-13,Khulna,4155
2024-07-13,Chattogram,6212
2024-07-13,Sylhet,3372
2024-07-12,Cumilla,3383
2024-07-12,Chattogram,6196
2024-07-12,Mymensing,544
2024-07-12,Sylhet,3296
2024-07-12,Khulna,3905
2024-07-12,Barishal,3723
2024-07-12,Dhaka,36
2024-07-12,Rajshahi,4874
2024-07-12,Rangpur,1124
2024-07-11,Barishal,3723
2024-07-11,Rajshahi,4904
2024-07-11,Khulna,3905
2024-07-11,Sylhet,2740
2024-07-11,Mymensing,544
2024-07-11,Cumilla,3278
2024-07-11,Chattogram,6041
2024-07-11,Dhaka,35
2024-07-11,Rangpur,1124
2024-07-10,Khulna,3750
2024-07-10,Mymensing,544
2024-07-10,Rangpur,1077
2024-07-10,Rajshahi,4884
2024-07-10,Barishal,3768
2024-07-10,Sylhet,3090
2024-07-10,Chattogram,5695
2024-07-10,Cumilla,3381
2024-07-10,Dhaka,34
2024-07-09,Sylhet,2759
2024-07-09,Dhaka,33
2024-07-09,Khulna,3804
2024-07-09,Mymensing,572
2024-07-09,Cumilla,3518
2024-07-09,Chattogram,4991
2024-07-09,Rangpur,1117
2024-07-09,Rajshahi,4927
2024-07-09,Barishal,3849
2024-07-08,Rangpur,1110
2024-07-08,Barishal,3735
2024-07-08,Dhaka,32
2024-07-08,Chattogram,4868
2024-07-08,Cumilla,3369
2024-07-08,Mymensing,565
2024-07-08,Sylhet,2749
2024-07-08,Khulna,3793
2024-07-08,Rajshahi,4838
2024-07-07,Rangpur,1163
2024-07-07,Dhaka,31
2024-07-07,Chattogram,4827
2024-07-07,Cumilla,3540
2024-07-07,Mymensing,569
2024-07-07,Sylhet,3353
2024-07-07,Khulna,3714
2024-07-07,Rajshahi,4716
2024-07-07,Barishal,4011
2024-07-06,Mymensing,588
2024-07-06,Cumilla,3496
2024-07-06,Rajshahi,3416
2024-07-06,Dhaka,30
2024-07-06,Chattogram,4638
2024-07-06,Barishal,4011
2024-07-06,Khulna,3714
2024-07-06,Sylhet,3353
2024-07-06,Rangpur,1163
2024-07-05,Dhaka,29
2024-07-05,Cumilla,3440
2024-07-05,Chattogram,4578
2024-07-05,Rajshahi,3330
2024-07-05,Khulna,3694
2024-07-05,Sylhet,3353
2024-07-05,Mymensing,673
2024-07-05,Rangpur,1143
2024-07-05,Barishal,4011
2024-07-04,Dhaka,28
2024-07-04,Rangpur,1143
2024-07-04,Mymensing,585
2024-07-04,Khulna,3807
2024-07-04,Sylhet,3455
2024-07-04,Rajshahi,4680
2024-07-04,Cumilla,3590
2024-07-04,Chattogram,4659
2024-07-04,Barishal,4011
2024-07-03,Sylhet,3455
2024-07-03,Mymensing,593
2024-07-03,Barishal,4068
2024-07-03,Rajshahi,5002
2024-07-03,Rangpur,1118
2024-07-03,Khulna,4731
2024-07-03,Dhaka,27
2024-07-03,Chattogram,4847
2024-07-03,Cumilla,3549
2024-07-01,Cumilla,3512
2024-07-01,Chattogram,4666
2024-07-01,Sylhet,3386
2024-07-01,Khulna,4572
2024-07-01,Barishal,2868
2024-07-01,Rajshahi,3295
2024-07-01,Rangpur,1118
2024-07-01,Mymensing,605
2024-07-01,Dhaka,25
2024-06-30,Khulna,4512
2024-06-30,Sylhet,3355
2024-06-30,Rajshahi,2045
2024-06-30,Rangpur,1118
2024-06-30,Barishal,2781
2024-06-30,Dhaka,54
2024-06-30,Chattogram,4650
2024-06-30,Cumilla,3449
2024-06-30,Mymensing,547
2024-06-29,Chattogram,4821
2024-06-29,Dhaka,53
2024-06-29,Cumilla,3465
2024-06-29,Mymensing,608
2024-06-29,Sylhet,3283
2024-06-29,Khulna,4654
2024-06-29,Barishal,2781
2024-06-29,Rajshahi,2083
2024-06-29,Rangpur,1126
2024-06-28,Cumilla,3592
2024-06-28,Chattogram,4881
2024-06-28,Dhaka,52
2024-06-28,Mymensing,596
2024-06-28,Sylhet,3298
2024-06-28,Khulna,4695
2024-06-28,Barishal,2654
2024-06-28,Rajshahi,2085
2024-06-28,Rangpur,1152
2024-06-27,Khulna,4614
2024-06-27,Rangpur,1144
2024-06-27,Dhaka,51
2024-06-27,Chattogram,4717
2024-06-27,Cumilla,3441
2024-06-27,Mymensing,582
2024-06-27,Sylhet,3298
2024-06-27,Barishal,2636
2024-06-27,Rajshahi,2825
2024-06-26,Dhaka,50
2024-06-26,Cumilla,3406
2024-06-26,Rangpur,1024
2024-06-26,Rajshahi,2670
2024-06-26,Sylhet,3088
2024-06-26,Mymensing,586
2024-06-26,Chattogram,4618
2024-06-26,Khulna,4532
2024-06-26,Barishal,2636
2024-06-25,Khulna,3992
2024-06-25,Sylhet,3112
2024-06-25,Mymensing,534
2024-06-25,Cumilla,3360
2024-06-25,Chattogram,4584
2024-06-25,Dhaka,49
2024-06-25,Rajshahi,2634
2024-06-25,Rangpur,914
2024-06-25,Barishal,2636
2024-06-23,Sylhet,3176
2024-06-23,Rangpur,861
2024-06-23,Rajshahi,3552
2024-06-23,Khulna,4116
2024-06-23,Barishal,3856
2024-06-23,Mymensing,811
2024-06-23,Sylhet,3176
2024-06-23,Chattogram,4681
2024-06-23,Dhaka,47
2024-06-23,Rangpur,861
2024-06-23,Rajshahi,3552
2024-06-23,Barishal,3856
2024-06-23,Khulna,4116
2024-06-23,Dhaka,47
2024-06-23,Cumilla,4134
2024-06-23,Chattogram,4681
2024-06-23,Cumilla,4134
2024-06-23,Mymensing,811
2024-06-22,Cumilla,4240
2024-06-22,Dhaka,46
2024-06-22,Chattogram,3375
2024-06-22,Rajshahi,3537
2024-06-22,Khulna,3908
2024-06-22,Barishal,3856
2024-06-22,Sylhet,3096
2024-06-22,Rangpur,861
2024-06-22,Mymensing,885
2024-06-21,Barishal,3856
2024-06-21,Rajshahi,3537
2024-06-21,Dhaka,45
2024-06-21,Chattogram,3425
2024-06-21,Cumilla,3994
2024-06-21,Sylhet,2876
2024-06-21,Khulna,3868
2024-06-21,Mymensing,875
2024-06-21,Rangpur,851
2024-06-20,Khulna,4088
2024-06-20,Rajshahi,3651
2024-06-20,Dhaka,44
2024-06-20,Chattogram,3473
2024-06-20,Cumilla,3806
2024-06-20,Rangpur,841
2024-06-20,Mymensing,875
2024-06-20,Sylhet,2844
2024-06-20,Barishal,3636
2024-06-19,Rajshahi,3666
2024-06-19,Dhaka,43
2024-06-19,Chattogram,3473
2024-06-19,Cumilla,3746
2024-06-19,Mymensing,815
2024-06-19,Sylhet,2794
2024-06-19,Khulna,4188
2024-06-19,Barishal,3636
2024-06-19,Rangpur,841
2024-06-18,Khulna,3790
2024-06-18,Sylhet,2636
2024-06-18,Dhaka,42
2024-06-18,Chattogram,3484
2024-06-18,Cumilla,4068
2024-06-18,Mymensing,905
2024-06-18,Rajshahi,4857
2024-06-18,Rangpur,821
2024-06-18,Barishal,3856
2024-06-17,Dhaka,41
2024-06-17,Khulna,3746
2024-06-17,Cumilla,4075
2024-06-17,Chattogram,3459
2024-06-17,Sylhet,3158
2024-06-17,Barishal,3856
2024-06-17,Rajshahi,4615
2024-06-17,Rangpur,951
2024-06-17,Mymensing,905
2024-06-16,Khulna,3417
2024-06-16,Dhaka,40
2024-06-16,Chattogram,4300
2024-06-16,Rangpur,1077
2024-06-16,Rajshahi,4585
2024-06-16,Barishal,3856
2024-06-16,Sylhet,3356
2024-06-16,Mymensing,620
2024-06-16,Cumilla,3909
2024-06-15,Rangpur,1065
2024-06-15,Cumilla,3911
2024-06-15,Dhaka,39
2024-06-15,Chattogram,4324
2024-06-15,Mymensing,595
2024-06-15,Sylhet,3224
2024-06-15,Khulna,3266
2024-06-15,Barishal,3856
2024-06-15,Rajshahi,4583
2024-06-14,Rangpur,1065
2024-06-14,Khulna,3101
2024-06-14,Barishal,3856
2024-06-14,Rajshahi,4583
2024-06-14,Sylhet,2894
2024-06-14,Mymensing,560
2024-06-14,Cumilla,3874
2024-06-14,Dhaka,38
2024-06-14,Chattogram,4275
2024-06-13,Khulna,4728
2024-06-13,Rangpur,1065
2024-06-13,Dhaka,37
2024-06-13,Chattogram,4993
2024-06-13,Cumilla,4136
2024-06-13,Mymensing,577
2024-06-13,Sylhet,3429
2024-06-13,Barishal,3856
2024-06-13,Rajshahi,4603
2024-06-12,Chattogram,4943
2024-06-12,Cumilla,3855
2024-06-12,Mymensing,577
2024-06-12,Sylhet,3429
2024-06-12,Khulna,4728
2024-06-12,Barishal,3856
2024-06-12,Dhaka,36
2024-06-12,Rangpur,1065
2024-06-12,Rajshahi,4436
2024-06-11,Rajshahi,4441
2024-06-11,Sylhet,3409
2024-06-11,Dhaka,35
2024-06-11,Mymensing,673
2024-06-11,Rangpur,1019
2024-06-11,Barishal,3756
2024-06-11,Khulna,4663
2024-06-11,Chattogram,4931
2024-06-11,Cumilla,3727
2024-06-10,Rajshahi,4411
2024-06-10,Barishal,3756
2024-06-10,Rangpur,1017
2024-06-10,Dhaka,34
